origin,destination,price,origin_lat,origin_long,destination_lat,destination_long
LAX,SLC,268,33.94253611,-118.4080744,40.78838778,-111.9777731
DFW,SLC,228,32.89595056,-97.0372,40.78838778,-111.9777731
SLC,HOU,519,40.78838778,-111.9777731,29.64541861,-95.27888889
LAX,HOU,439,33.94253611,-118.4080744,29.64541861,-95.27888889
DFW,HOU,303,32.89595056,-97.0372,29.64541861,-95.27888889
